year,title,url
2015,An Empirical Evaluation of True Online TD(λ),https://arxiv.org/pdf/1507.00353.pdf
2015,Emphatic Temporal-Difference Learning,https://arxiv.org/pdf/1507.01569.pdf
2015,Learning to Predict Independent of Span,https://arxiv.org/pdf/1508.04582.pdf
2015,Temporal-Difference Networks,https://arxiv.org/pdf/1504.05539.pdf
2015,True Online Emphatic TD($λ$): Quick Reference and Implementation Guide,https://arxiv.org/pdf/1507.07147.pdf
2015,True Online Temporal-Difference Learning,https://arxiv.org/pdf/1512.04087.pdf
2013,Planning by Prioritized Sweeping with Small Backups,https://arxiv.org/pdf/1301.2343.pdf
2013,Temporal-Difference Learning to Assist Human Decision Making during the Control of an Artificial Limb,https://arxiv.org/pdf/1309.4714.pdf
2012,Dyna-Style Planning with Linear Function Approximation and Prioritized Sweeping,https://arxiv.org/pdf/1206.3285.pdf
2012,Off-Policy Actor-Critic,https://arxiv.org/pdf/1205.4839.pdf
2012,Scaling Life-long Off-policy Learning,https://arxiv.org/pdf/1206.6262.pdf
2011,Multi-timescale Nexting in a Reinforcement Learning Robot,https://arxiv.org/pdf/1112.1133.pdf
