year,title,url
2025,Rethinking Losses for Diffusion Bridge Samplers,https://arxiv.org/pdf/2506.10982.pdf
2025,Roadmap to fault tolerant quantum computation using topological qubit arrays,https://arxiv.org/pdf/2502.12252.pdf
2025,s1: Simple test-time scaling,https://arxiv.org/pdf/2501.19393.pdf
2025,"Safe and Certifiable AI Systems: Concepts, Challenges, and Lessons Learned",https://arxiv.org/pdf/2509.08852.pdf
2025,Scalable Discrete Diffusion Samplers: Combinatorial Optimization and Statistical Physics,https://arxiv.org/pdf/2502.08696.pdf
2025,Scaling Language-Free Visual Representation Learning,https://arxiv.org/pdf/2504.01017.pdf
2025,Scaling Latent Reasoning via Looped Language Models,https://arxiv.org/pdf/2510.25741.pdf
2025,Scope: Selective Cross-modal Orchestration of Visual Perception Experts,https://arxiv.org/pdf/2510.12974.pdf
2025,Self-Evolving Curriculum for LLM Reasoning,https://arxiv.org/pdf/2505.14970.pdf
2025,Shaping Inductive Bias in Diffusion Models through Frequency-Based Noise Control,https://arxiv.org/pdf/2502.10236.pdf
2025,Shifting burdens: How delayed decarbonisation of road transport affects other sectoral emission reductions,https://arxiv.org/pdf/2502.02809.pdf
2025,SIMA 2: A Generalist Embodied Agent for Virtual Worlds,https://arxiv.org/pdf/2512.04797.pdf
2025,Sliding Window Recurrences for Sequence Models,https://arxiv.org/pdf/2512.13921.pdf
2025,Solving Bayesian inverse problems with diffusion priors and off-policy RL,https://arxiv.org/pdf/2503.09746.pdf
2025,Spatial Mental Modeling from Limited Views,https://arxiv.org/pdf/2506.21458.pdf
2025,SpidR-Adapt: A Universal Speech Representation Model for Few-Shot Adaptation,https://arxiv.org/pdf/2512.21204.pdf
2025,Structure-Aligned Protein Language Model,https://arxiv.org/pdf/2505.16896.pdf
2025,Superintelligent Agents Pose Catastrophic Risks: Can Scientist AI Offer a Safer Path?,https://arxiv.org/pdf/2502.15657.pdf
2025,Surrogate-based quantification of policy uncertainty in generative flow networks,https://arxiv.org/pdf/2510.21523.pdf
2025,Swift-Sarsa: Fast and Robust Linear Control,https://arxiv.org/pdf/2507.19539.pdf
2025,T*: Re-thinking Temporal Search for Long-Form Video Understanding,https://arxiv.org/pdf/2504.02259.pdf
2025,"Taskmaster Deconstructed: A Quantitative Look at Tension, Volatility, and Viewer Ratings",https://arxiv.org/pdf/2505.02886.pdf
2025,The California Report on Frontier AI Policy,https://arxiv.org/pdf/2506.17303.pdf
2025,The Future of the AI Summit Series,https://arxiv.org/pdf/2601.02383.pdf
2025,The Minimal Methanol Economy as a Gap-Filler for High Electrification Scenarios,https://arxiv.org/pdf/2505.09277.pdf
2025,The role of Projects of Common Interest in reaching Europe's energy policy targets,https://arxiv.org/pdf/2507.01860.pdf
2025,The Singapore Consensus on Global AI Safety Research Priorities,https://arxiv.org/pdf/2506.20702.pdf
2025,Tiled Flash Linear Attention: More Efficient Linear RNN and xLSTM Kernels,https://arxiv.org/pdf/2503.14376.pdf
2025,TiRex: Zero-Shot Forecasting Across Long and Short Horizons with Enhanced In-Context Learning,https://arxiv.org/pdf/2505.23719.pdf
2025,Torsional-GFN: a conditional conformation generator for small molecules,https://arxiv.org/pdf/2507.11759.pdf
2025,Towards Fine-Grained Video Question Answering,https://arxiv.org/pdf/2503.06820.pdf
2025,"Trajectory Balance with Asynchrony: Decoupling Exploration and Learning for Fast, Scalable LLM Post-Training",https://arxiv.org/pdf/2503.18929.pdf
2025,Transformers without Normalization,https://arxiv.org/pdf/2503.10622.pdf
2025,UAD: Unsupervised Affordance Distillation for Generalization in Robotic Manipulation,https://arxiv.org/pdf/2506.09284.pdf
2025,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",https://arxiv.org/pdf/2506.09985.pdf
2025,VAGEN: Reinforcing World Model Reasoning for Multi-Turn VLM Agents,https://arxiv.org/pdf/2510.16907.pdf
2025,Value-guided action planning with JEPA world models,https://arxiv.org/pdf/2601.00844.pdf
2025,Visual symbolic mechanisms: Emergent symbol processing in vision language models,https://arxiv.org/pdf/2506.15871.pdf
2025,VL-JEPA: Joint Embedding Predictive Architecture for Vision-language,https://arxiv.org/pdf/2512.10942.pdf
2025,VLIC: Vision-Language Models As Perceptual Judges for Human-Aligned Image Compression,https://arxiv.org/pdf/2512.15701.pdf
2025,What Drives Success in Physical Planning with Joint-Embedding Predictive World Models?,https://arxiv.org/pdf/2512.24497.pdf
2025,Which Economic Tasks are Performed with AI? Evidence from Millions of Claude Conversations,https://arxiv.org/pdf/2503.04761.pdf
2025,Whole-Body Conditioned Egocentric Video Prediction,https://arxiv.org/pdf/2506.21552.pdf
2025,"Why Automate This? Exploring Correlations between Desire for Robotic Automation, Invested Time and Well-Being",https://arxiv.org/pdf/2501.06348.pdf
2025,World Models Can Leverage Human Videos for Dexterous Manipulation,https://arxiv.org/pdf/2512.13644.pdf
2025,WorldScore: A Unified Evaluation Benchmark for World Generation,https://arxiv.org/pdf/2504.00983.pdf
2025,xLSTM 7B: A Recurrent LLM for Fast and Efficient Inference,https://arxiv.org/pdf/2503.13427.pdf
2025,xLSTM Scaling Laws: Competitive Performance with Linear Time-Complexity,https://arxiv.org/pdf/2510.02228.pdf
2024,$\mathbb{X}$-Sample Contrastive Loss: Improving Contrastive Learning with Sample Similarity Graphs,https://arxiv.org/pdf/2407.18134.pdf
2024,A Complexity-Based Theory of Compositionality,https://arxiv.org/pdf/2410.14817.pdf
2024,A Decade's Battle on Dataset Bias: Are We There Yet?,https://arxiv.org/pdf/2403.08632.pdf
2024,A Diffusion Model Framework for Unsupervised Neural Combinatorial Optimization,https://arxiv.org/pdf/2406.01661.pdf
2024,A Large Recurrent Action Model: xLSTM enables Fast Inference for Robotics Tasks,https://arxiv.org/pdf/2410.22391.pdf
2024,A Practitioner's Guide to Continual Multimodal Pretraining,https://arxiv.org/pdf/2408.14471.pdf
2024,Action abstractions for amortized sampling,https://arxiv.org/pdf/2410.15184.pdf
2024,Adaptive teachers for amortized samplers,https://arxiv.org/pdf/2410.01432.pdf
2024,Advancing human-centric AI for robust X-ray analysis through holistic self-supervised learning,https://arxiv.org/pdf/2405.01469.pdf
2024,Agent AI: Surveying the Horizons of Multimodal Interaction,https://arxiv.org/pdf/2401.03568.pdf
2024,AI-Assisted Generation of Difficult Math Questions,https://arxiv.org/pdf/2407.21009.pdf
2024,"Amortizing intractable inference in diffusion models for vision, language, and control",https://arxiv.org/pdf/2405.20971.pdf
2024,An Idiosyncrasy of Time-discretization in Reinforcement Learning,https://arxiv.org/pdf/2406.14951.pdf
2024,An Interactive Agent Foundation Model,https://arxiv.org/pdf/2402.05929.pdf
2024,Ant Colony Sampling with GFlowNets for Combinatorial Optimization,https://arxiv.org/pdf/2403.07041.pdf
2024,ARC Prize 2024: Technical Report,https://arxiv.org/pdf/2412.04604.pdf
2024,ARCap: Collecting High-quality Human Demonstrations for Robot Learning with Augmented Reality Feedback,https://arxiv.org/pdf/2410.08464.pdf
2024,Asynchronous Stochastic Approximation with Applications to Average-Reward Reinforcement Learning,https://arxiv.org/pdf/2409.03915.pdf
2024,Attention as an RNN,https://arxiv.org/pdf/2405.13956.pdf
2024,Automated Creation of Digital Cousins for Robust Policy Learning,https://arxiv.org/pdf/2410.07408.pdf
2024,Autoregressive Image Generation without Vector Quantization,https://arxiv.org/pdf/2406.11838.pdf
2024,Baking Symmetry into GFlowNets,https://arxiv.org/pdf/2406.05426.pdf
2024,BEHAVIOR Vision Suite: Customizable Dataset Generation via Simulation,https://arxiv.org/pdf/2405.09546.pdf
2024,"BEHAVIOR-1K: A Human-Centered, Embodied AI Benchmark with 1,000 Everyday Activities and Realistic Simulation",https://arxiv.org/pdf/2403.09227.pdf
2024,BigDocs: An Open Dataset for Training Multimodal Models on Document and Code Tasks,https://arxiv.org/pdf/2412.04626.pdf
2024,"Bio-xLSTM: Generative modeling, representation and in-context learning of biological and chemical sequences",https://arxiv.org/pdf/2411.04165.pdf
2024,"Cambrian-1: A Fully Open, Vision-Centric Exploration of Multimodal LLMs",https://arxiv.org/pdf/2406.16860.pdf
2024,Can a Bayesian Oracle Prevent Harm from an Agent?,https://arxiv.org/pdf/2408.05284.pdf
2024,Capabilities of Gemini Models in Medicine,https://arxiv.org/pdf/2404.18416.pdf
2024,Causal Discovery in Astrophysics: Unraveling Supermassive Black Hole and Galaxy Coevolution,https://arxiv.org/pdf/2410.00965.pdf
2024,Cell Morphology-Guided Small Molecule Generation with GFlowNets,https://arxiv.org/pdf/2408.05196.pdf
2024,Comparison Visual Instruction Tuning,https://arxiv.org/pdf/2406.09240.pdf
2024,Computing Power and the Governance of Artificial Intelligence,https://arxiv.org/pdf/2402.08797.pdf
2024,Contrastive Abstraction for Reinforcement Learning,https://arxiv.org/pdf/2410.00704.pdf
2024,De novo design of high-affinity protein binders with AlphaProteo,https://arxiv.org/pdf/2409.08022.pdf
2024,Deconstructing Denoising Diffusion Models for Self-Supervised Learning,https://arxiv.org/pdf/2401.14404.pdf
2024,DexCap: Scalable and Portable Mocap Data Collection System for Dexterous Manipulation,https://arxiv.org/pdf/2403.07788.pdf
2024,Diagnosing Unknown Attacks in Smart Homes Using Abductive Reasoning,https://arxiv.org/pdf/2412.10738.pdf
2024,DINO-WM: World Models on Pre-trained Visual Features enable Zero-shot Planning,https://arxiv.org/pdf/2411.04983.pdf
2024,Discrete Probabilistic Inference as Control in Multi-path Environments,https://arxiv.org/pdf/2402.10309.pdf
2024,Divergent Creativity in Humans and Large Language Models,https://arxiv.org/pdf/2405.13012.pdf
2024,Does Representation Matter? Exploring Intermediate Layers in Large Language Models,https://arxiv.org/pdf/2412.09563.pdf
2024,Dynamic Inhomogeneous Quantum Resource Scheduling with Reinforcement Learning,https://arxiv.org/pdf/2405.16380.pdf
2024,Efficient Causal Graph Discovery Using Large Language Models,https://arxiv.org/pdf/2402.01207.pdf
2024,Efficient Diversity-Preserving Diffusion Alignment via Gradient-Informed GFlowNets,https://arxiv.org/pdf/2412.07775.pdf
2024,EgoPet: Egomotion and Interaction Data from an Animal's Perspective,https://arxiv.org/pdf/2404.09991.pdf
2024,Embodied Agent Interface: Benchmarking LLMs for Embodied Decision Making,https://arxiv.org/pdf/2410.07166.pdf
2024,Energy Imports and Infrastructure in a Carbon-Neutral European Energy System,https://arxiv.org/pdf/2404.03927.pdf
2024,Energy-based Hopfield Boosting for Out-of-Distribution Detection,https://arxiv.org/pdf/2405.08766.pdf
2024,Eyes Wide Shut? Exploring the Visual Shortcomings of Multimodal LLMs,https://arxiv.org/pdf/2401.06209.pdf
2024,Fast and Exact Enumeration of Deep Networks Partitions Regions,https://arxiv.org/pdf/2401.11188.pdf
2024,Few-Shot Classification of Interactive Activities of Daily Living (InteractADL),https://arxiv.org/pdf/2406.01662.pdf
2024,Fine-Tuning Large Vision-Language Models as Decision-Making Agents via Reinforcement Learning,https://arxiv.org/pdf/2405.10292.pdf
2024,FlashRNN: I/O-Aware Optimization of Traditional RNNs on modern hardware,https://arxiv.org/pdf/2412.07752.pdf
2024,Fluid: Scaling Autoregressive Text-to-image Generative Models with Continuous Tokens,https://arxiv.org/pdf/2410.13863.pdf
2024,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,https://arxiv.org/pdf/2404.09932.pdf
2024,G-Retriever: Retrieval-Augmented Generation for Textual Graph Understanding and Question Answering,https://arxiv.org/pdf/2402.07630.pdf
2024,Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context,https://arxiv.org/pdf/2403.05530.pdf
2024,Gemma 2: Improving Open Language Models at a Practical Size,https://arxiv.org/pdf/2408.00118.pdf
2024,Gemma: Open Models Based on Gemini Research and Technology,https://arxiv.org/pdf/2403.08295.pdf
2024,Generative Active Learning for the Search of Small-molecule Protein Binders,https://arxiv.org/pdf/2405.01616.pdf
2024,Geometric Signatures of Compositionality Across a Language Model's Lifetime,https://arxiv.org/pdf/2410.01444.pdf
2024,Geometry-Informed Neural Networks,https://arxiv.org/pdf/2402.14009.pdf
2024,GPT-4o System Card,https://arxiv.org/pdf/2410.21276.pdf
2024,H$_2$ and CO$_2$ Network Strategies for the European Energy System,https://arxiv.org/pdf/2402.19042.pdf
2024,HarmAug: Effective Data Augmentation for Knowledge Distillation of Safety Guard Models,https://arxiv.org/pdf/2410.01524.pdf
2024,Hierarchical World Models as Visual Whole-Body Humanoid Controllers,https://arxiv.org/pdf/2405.18418.pdf
2024,HourVideo: 1-Hour Video-Language Understanding,https://arxiv.org/pdf/2411.04998.pdf
2024,Imagen 3,https://arxiv.org/pdf/2408.07009.pdf
2024,Imagining and building wise machines: The centrality of AI metacognition,https://arxiv.org/pdf/2411.02478.pdf
2024,Improved off-policy training of diffusion samplers,https://arxiv.org/pdf/2402.05098.pdf
2024,Improving Pre-trained Self-Supervised Embeddings Through Effective Entropy Maximization,https://arxiv.org/pdf/2411.15931.pdf
2024,Improving Uncertainty Estimation through Semantically Diverse Language Generation,https://arxiv.org/pdf/2406.04306.pdf
2024,International Scientific Report on the Safety of Advanced AI (Interim Report),https://arxiv.org/pdf/2412.05282.pdf
2024,Iterated Denoising Energy Matching for Sampling from Boltzmann Densities,https://arxiv.org/pdf/2402.06121.pdf
2024,Just How Flexible are Neural Networks in Practice?,https://arxiv.org/pdf/2406.11463.pdf
2024,KerasCV and KerasNLP: Vision and Language Power-Ups,https://arxiv.org/pdf/2405.20247.pdf
2024,Language Models Can Reduce Asymmetry in Information Markets,https://arxiv.org/pdf/2403.14443.pdf
2024,Large Language Models Can Self-Improve At Web Agent Tasks,https://arxiv.org/pdf/2405.20309.pdf
2024,Learning and Leveraging World Models in Visual Representation Learning,https://arxiv.org/pdf/2403.00504.pdf
2024,Learning by Reconstruction Produces Uninformative Features For Perception,https://arxiv.org/pdf/2402.11337.pdf
2024,Learning diverse attacks on large language models for robust red-teaming and safety tuning,https://arxiv.org/pdf/2405.18540.pdf
2024,"LiveBench: A Challenging, Contamination-Limited LLM Benchmark",https://arxiv.org/pdf/2406.19314.pdf
2024,Machine learning and information theory concepts towards an AI Mathematician,https://arxiv.org/pdf/2403.04571.pdf
2024,MAP: Low-compute Model Merging with Amortized Pareto Fronts via Quadratic Approximation,https://arxiv.org/pdf/2406.07529.pdf
2024,Meta Flow Matching: Integrating Vector Fields on the Wasserstein Manifold,https://arxiv.org/pdf/2408.14608.pdf
2024,Metacognitive Capabilities of LLMs: An Exploration in Mathematical Problem Solving,https://arxiv.org/pdf/2405.12205.pdf
2024,MetaMorph: Multimodal Understanding and Generation via Instruction Tuning,https://arxiv.org/pdf/2412.14164.pdf
2024,MetaOptimize: A Framework for Optimizing Step Sizes and Other Meta-parameters,https://arxiv.org/pdf/2402.02342.pdf
2024,MIM-Refiner: A Contrastive Learning Boost from Intermediate Pre-Trained Representations,https://arxiv.org/pdf/2402.10093.pdf
2024,Modelling the High-Voltage Grid Using Open Data for Europe and Beyond,https://arxiv.org/pdf/2408.17178.pdf
2024,Multi-modal AI for comprehensive breast cancer prognostication,https://arxiv.org/pdf/2410.21256.pdf
2024,Navigation World Models,https://arxiv.org/pdf/2412.03572.pdf
2024,Object-Centric Temporal Consistency via Conditional Autoregressive Inductive Biases,https://arxiv.org/pdf/2410.15728.pdf
2024,OccFusion: Rendering Occluded Humans with Generative Diffusion Priors,https://arxiv.org/pdf/2407.00316.pdf
2024,Offshore power and hydrogen networks for Europe's North Sea,https://arxiv.org/pdf/2404.09721.pdf
